SESDATE,APPTIME,SLOT,DC
20230901,1350,1,CANTERBURY
20230831,1020,1,CANTERBURY
20230901,1305,1,CANTERBURY
20230901,1430,1,CANTERBURY
20230901,1300,2,CANTERBURY
20230831,1310,1,CANTERBURY
20230901,955,1,CANTERBURY
20230901,930,1,CANTERBURY
20230901,855,1,CANTERBURY
20230901,925,1,CANTERBURY
20230901,1510,1,CANTERBURY
20230831,1455,1,CANTERBURY
20230901,1025,1,CANTERBURY
20230901,1500,2,CANTERBURY
20230901,850,1,CANTERBURY
20230830,1145,1,CANTERBURY
20230830,1225,1,CANTERBURY
20230830,1330,1,CANTERBURY
20230830,1235,1,CANTERBURY
20230830,1105,3,CANTERBURY
20230830,1155,1,CANTERBURY
20230830,1550,1,CANTERBURY
20230830,1740,1,CANTERBURY
20230830,1700,1,CANTERBURY
20230830,1245,1,CANTERBURY
20230830,1755,1,CANTERBURY
20230830,1640,1,CANTERBURY
20230830,1610,2,CANTERBURY
20230830,1605,1,CANTERBURY
20230830,1535,1,CANTERBURY
20230830,1325,1,CANTERBURY
20230830,1315,2,CANTERBURY
20230830,1240,1,CANTERBURY
20230830,1220,1,CANTERBURY
20230830,1200,1,CANTERBURY
20230830,1125,1,CANTERBURY
20230830,1105,2,CANTERBURY
20230830,1100,1,CANTERBURY
20230830,1055,1,CANTERBURY
20230830,1810,1,CANTERBURY
20230830,1825,1,CANTERBURY
20230830,1115,1,CANTERBURY
20230830,1600,1,CANTERBURY
20230830,1540,3,CANTERBURY
20230830,1735,1,CANTERBURY
20230830,1320,1,CANTERBURY
20230830,1120,1,CANTERBURY
20230830,1055,2,CANTERBURY
20230830,1140,2,CANTERBURY
20230830,1335,1,CANTERBURY
20230830,1545,1,CANTERBURY
20230830,1650,1,CANTERBURY
20230830,1720,1,CANTERBURY
20230830,1300,1,CANTERBURY
20230830,1620,1,CANTERBURY
20230830,1250,1,CANTERBURY
20230830,1110,1,CANTERBURY
20230830,1130,1,CANTERBURY
20230830,1055,3,CANTERBURY
20230830,1140,1,CANTERBURY
20230830,1540,1,CANTERBURY
20230830,1805,1,CANTERBURY
20230830,1820,1,CANTERBURY
20230830,1615,1,CANTERBURY
20230830,1635,1,CANTERBURY
20230830,1625,1,CANTERBURY
20230830,1655,1,CANTERBURY
20230830,1215,1,CANTERBURY
20230830,1645,1,CANTERBURY
20230830,1715,1,CANTERBURY
20230830,1705,1,CANTERBURY
20230830,1725,1,CANTERBURY
20230830,1530,3,CANTERBURY
20230830,1315,1,CANTERBURY
20230830,1255,1,CANTERBURY
20230830,1630,1,CANTERBURY
20230830,1610,1,CANTERBURY
20230830,1305,1,CANTERBURY
20230830,1745,1,CANTERBURY
20230830,1115,2,CANTERBURY
20230830,1540,2,CANTERBURY
20230830,1105,1,CANTERBURY
20230830,1135,1,CANTERBURY
20230830,1800,1,CANTERBURY
20230830,1210,1,CANTERBURY
20230830,1530,2,CANTERBURY
20230830,1310,1,CANTERBURY
20230830,1750,1,CANTERBURY
20230830,1710,1,CANTERBURY
20230830,1555,1,CANTERBURY
20230830,1150,1,CANTERBURY
20230830,1730,1,CANTERBURY
20230830,1815,1,CANTERBURY
20230830,1745,2,CANTERBURY
20230830,1530,1,CANTERBURY
20230830,1230,1,CANTERBURY
20230830,1205,1,CANTERBURY
20230906,1055,3,CANTERBURY
20230906,1530,2,CANTERBURY
20230906,1630,1,CANTERBURY
20230906,1540,3,CANTERBURY
20230906,1225,1,CANTERBURY
20230906,1330,1,CANTERBURY
20230906,1535,1,CANTERBURY
20230907,1525,1,CANTERBURY
20230906,1055,2,CANTERBURY
20230906,1730,1,CANTERBURY
20230907,1020,1,CANTERBURY
20230907,1110,1,CANTERBURY
20230906,1235,1,CANTERBURY
20230906,1745,2,CANTERBURY
20230906,1550,1,CANTERBURY
20230907,1445,1,CANTERBURY
20230907,1345,1,CANTERBURY
20230907,950,1,CANTERBURY
20230907,1410,1,CANTERBURY
20230907,1310,1,CANTERBURY
20230907,1300,1,CANTERBURY
20230906,1255,1,CANTERBURY
20230907,1045,1,CANTERBURY
20230907,1035,1,CANTERBURY
20230907,825,1,CANTERBURY
20230906,1155,1,CANTERBURY
20230906,1110,1,CANTERBURY
20230907,1050,1,CANTERBURY
20230907,835,1,CANTERBURY
20230907,1440,1,CANTERBURY
20230907,920,1,CANTERBURY
20230907,935,1,CANTERBURY
20230907,905,1,CANTERBURY
20230907,1005,1,CANTERBURY
20230907,1455,1,CANTERBURY
20230907,1355,1,CANTERBURY
20230906,1705,1,CANTERBURY
20230906,1800,1,CANTERBURY
20230907,1425,1,CANTERBURY
20230906,1745,1,CANTERBURY
20230906,1545,1,CANTERBURY
20230906,1105,1,CANTERBURY
20230906,1120,1,CANTERBURY
20230906,1250,1,CANTERBURY
20230906,1320,1,CANTERBURY
20230906,1055,1,CANTERBURY
20230906,1625,1,CANTERBURY
20230906,1750,1,CANTERBURY
20230906,1530,3,CANTERBURY
20230906,1140,2,CANTERBURY
20230906,1540,1,CANTERBURY
20230906,1600,1,CANTERBURY
20230907,1325,1,CANTERBURY
20230906,1735,1,CANTERBURY
20230906,1240,1,CANTERBURY
20230906,1715,1,CANTERBURY
20230907,900,1,CANTERBURY
20230906,1645,1,CANTERBURY
20230906,1725,1,CANTERBURY
20230906,1805,1,CANTERBURY
20230907,1540,1,CANTERBURY
20230906,1635,1,CANTERBURY
20230906,1825,1,CANTERBURY
20230906,1145,1,CANTERBURY
20230906,1140,1,CANTERBURY
20230906,1710,1,CANTERBURY
20230906,1200,1,CANTERBURY
20230906,1610,2,CANTERBURY
20230906,1700,1,CANTERBURY
20230906,1740,1,CANTERBURY
20230906,1615,1,CANTERBURY
20230906,1755,1,CANTERBURY
20230906,1820,1,CANTERBURY
20230906,1220,1,CANTERBURY
20230906,1640,1,CANTERBURY
20230906,1335,1,CANTERBURY
20230906,1300,1,CANTERBURY
20230906,1610,1,CANTERBURY
20230906,1540,2,CANTERBURY
20230906,1230,1,CANTERBURY
20230906,1245,1,CANTERBURY
20230906,1305,1,CANTERBURY
20230906,1105,3,CANTERBURY
20230906,1115,2,CANTERBURY
20230906,1530,1,CANTERBURY
20230906,1215,1,CANTERBURY
20230906,1655,1,CANTERBURY
20230907,1340,1,CANTERBURY
20230907,1105,1,CANTERBURY
20230906,1605,1,CANTERBURY
20230906,1105,2,CANTERBURY
20230906,1810,1,CANTERBURY
20230906,1720,1,CANTERBURY
20230906,1620,1,CANTERBURY
20230906,1125,1,CANTERBURY
20230906,1100,1,CANTERBURY
20230906,1310,1,CANTERBURY
20230906,1150,1,CANTERBURY
20230906,1325,1,CANTERBURY
20230906,1815,1,CANTERBURY
20230906,1315,2,CANTERBURY
20230906,1650,1,CANTERBURY
20230907,850,1,CANTERBURY
20230907,1510,1,CANTERBURY
20230906,1315,1,CANTERBURY
20230906,1210,1,CANTERBURY
20230906,1555,1,CANTERBURY
20230906,1205,1,CANTERBURY
20230906,1135,1,CANTERBURY
20230906,1115,1,CANTERBURY
20230906,1130,1,CANTERBURY
20230908,1530,1,CANTERBURY
20230908,1045,1,CANTERBURY
20230908,1450,1,CANTERBURY
20230908,1455,1,CANTERBURY
20230908,1305,1,CANTERBURY
20230908,845,1,CANTERBURY
20230908,1435,1,CANTERBURY
20230908,900,1,CANTERBURY
20230908,1310,1,CANTERBURY
20230908,1045,2,CANTERBURY
20230908,835,2,CANTERBURY
20230908,855,1,CANTERBURY
20230908,1040,1,CANTERBURY
20230908,1345,2,CANTERBURY
20230908,1300,2,CANTERBURY
20230908,1030,1,CANTERBURY
20230908,945,1,CANTERBURY
20230908,1000,1,CANTERBURY
20230908,1350,1,CANTERBURY
20230908,850,1,CANTERBURY
20230908,830,1,CANTERBURY
20230908,1315,1,CANTERBURY
20230908,1555,1,CANTERBURY
20230908,1430,1,CANTERBURY
20230908,825,3,CANTERBURY
20230908,1100,1,CANTERBURY
20230908,1510,1,CANTERBURY
20230908,900,2,CANTERBURY
20230908,1335,1,CANTERBURY
20230908,1035,1,CANTERBURY
20230908,840,1,CANTERBURY
20230908,1050,1,CANTERBURY
20230908,1005,1,CANTERBURY
20230908,1515,1,CANTERBURY
20230908,1415,1,CANTERBURY
20230908,1310,2,CANTERBURY
20230908,1440,1,CANTERBURY
20230908,1020,1,CANTERBURY
20230908,1025,1,CANTERBURY
20230908,920,1,CANTERBURY
20230908,1055,1,CANTERBURY
20230908,835,3,CANTERBURY
20230908,835,1,CANTERBURY
20230908,930,1,CANTERBURY
20230908,925,1,CANTERBURY
20230908,1400,1,CANTERBURY
20230908,910,1,CANTERBURY
20230908,1325,1,CANTERBURY
20230908,1300,1,CANTERBURY
20230908,935,1,CANTERBURY
20230908,1410,1,CANTERBURY
20230908,1330,1,CANTERBURY
20230908,1405,1,CANTERBURY
20230908,915,1,CANTERBURY
20230908,1500,2,CANTERBURY
20230908,1320,1,CANTERBURY
20230908,1445,1,CANTERBURY
20230908,1355,1,CANTERBURY
20230908,1500,1,CANTERBURY
20230908,1310,3,CANTERBURY
20230908,1300,3,CANTERBURY
20230908,955,1,CANTERBURY
20230908,825,1,CANTERBURY
20230908,825,2,CANTERBURY
20230908,1535,1,CANTERBURY
20230908,845,2,CANTERBURY
20230908,1105,1,CANTERBURY
20230908,1010,1,CANTERBURY
20230908,940,1,CANTERBURY
20230908,1545,1,CANTERBURY
20230908,1525,1,CANTERBURY
20230908,1345,1,CANTERBURY
20230908,905,1,CANTERBURY
20230908,1540,1,CANTERBURY
20230908,1550,1,CANTERBURY
20230908,1505,1,CANTERBURY
20230908,1420,1,CANTERBURY
20230908,1015,1,CANTERBURY
20230908,1340,1,CANTERBURY
20230908,1425,1,CANTERBURY
20230908,1520,1,CANTERBURY
20230908,950,1,CANTERBURY
20230915,1055,1,CANTERBURY
20230915,1300,1,CANTERBURY
20230913,1145,1,CANTERBURY
20230915,1410,1,CANTERBURY
20230913,1105,1,CANTERBURY
20230913,1710,1,CANTERBURY
20230915,1300,3,CANTERBURY
20230915,1520,1,CANTERBURY
20230913,1645,1,CANTERBURY
20230915,1300,2,CANTERBURY
20230914,935,1,CANTERBURY
20230913,1200,1,CANTERBURY
20230913,1805,1,CANTERBURY
20230915,1500,1,CANTERBURY
20230915,1025,1,CANTERBURY
20230913,1720,1,CANTERBURY
20230913,1150,1,CANTERBURY
20230913,1810,1,CANTERBURY
20230913,1735,1,CANTERBURY
20230913,1315,1,CANTERBURY
20230913,1330,1,CANTERBURY
20230913,1235,1,CANTERBURY
20230913,1120,1,CANTERBURY
20230915,1050,1,CANTERBURY
20230915,830,1,CANTERBURY
20230914,1510,1,CANTERBURY
20230915,1405,1,CANTERBURY
20230913,1630,1,CANTERBURY
20230913,1705,1,CANTERBURY
20230913,1300,1,CANTERBURY
20230914,1525,1,CANTERBURY
20230915,955,1,CANTERBURY
20230914,1035,1,CANTERBURY
20230913,1700,1,CANTERBURY
20230915,1540,1,CANTERBURY
20230915,1305,1,CANTERBURY
20230915,1445,1,CANTERBURY
20230914,1005,1,CANTERBURY
20230915,1310,1,CANTERBURY
20230913,1640,1,CANTERBURY
20230914,1345,1,CANTERBURY
20230913,1245,1,CANTERBURY
20230913,1255,1,CANTERBURY
20230914,1340,1,CANTERBURY
20230915,1535,1,CANTERBURY
20230915,1505,1,CANTERBURY
20230915,1105,1,CANTERBURY
20230914,1410,1,CANTERBURY
20230915,1310,3,CANTERBURY
20230914,1105,1,CANTERBURY
20230915,1325,1,CANTERBURY
20230915,1425,1,CANTERBURY
20230915,1415,1,CANTERBURY
20230913,1610,1,CANTERBURY
20230915,905,1,CANTERBURY
20230913,1210,1,CANTERBURY
20230913,1655,1,CANTERBURY
20230914,1110,1,CANTERBURY
20230914,1455,1,CANTERBURY
20230913,1555,1,CANTERBURY
20230913,1205,1,CANTERBURY
20230915,1455,1,CANTERBURY
20230915,1500,2,CANTERBURY
20230915,840,1,CANTERBURY
20230913,1225,1,CANTERBURY
20230915,915,1,CANTERBURY
20230913,1825,1,CANTERBURY
20230915,950,1,CANTERBURY
20230914,1045,1,CANTERBURY
20230913,1750,1,CANTERBURY
20230913,1155,1,CANTERBURY
20230914,950,1,CANTERBURY
20230915,940,1,CANTERBURY
20230913,1125,1,CANTERBURY
20230913,1230,1,CANTERBURY
20230915,1345,1,CANTERBURY
20230914,850,1,CANTERBURY
20230913,1215,1,CANTERBURY
20230915,935,1,CANTERBURY
20230915,910,1,CANTERBURY
20230915,1355,1,CANTERBURY
20230913,1540,2,CANTERBURY
20230915,845,2,CANTERBURY
20230914,835,1,CANTERBURY
20230913,1625,1,CANTERBURY
20230914,1020,1,CANTERBURY
20230913,1620,1,CANTERBURY
20230915,1435,1,CANTERBURY
20230915,1015,1,CANTERBURY
20230915,1310,2,CANTERBURY
20230913,1530,2,CANTERBURY
20230913,1540,3,CANTERBURY
20230913,1820,1,CANTERBURY
20230914,1440,1,CANTERBURY
20230915,1555,1,CANTERBURY
20230914,1310,1,CANTERBURY
20230913,1105,2,CANTERBURY
20230913,1055,1,CANTERBURY
20230915,900,2,CANTERBURY
20230915,1350,1,CANTERBURY
20230914,900,1,CANTERBURY
20230915,850,1,CANTERBURY
20230915,1515,1,CANTERBURY
20230913,1220,1,CANTERBURY
20230915,1530,1,CANTERBURY
20230915,1045,2,CANTERBURY
20230913,1130,1,CANTERBURY
20230915,1045,1,CANTERBURY
20230913,1115,1,CANTERBURY
20230914,1425,1,CANTERBURY
20230913,1105,3,CANTERBURY
20230915,1000,1,CANTERBURY
20230913,1550,1,CANTERBURY
20230913,1100,1,CANTERBURY
20230913,1140,2,CANTERBURY
20230913,1250,1,CANTERBURY
20230913,1800,1,CANTERBURY
20230913,1540,1,CANTERBURY
20230915,1005,1,CANTERBURY
20230915,1510,1,CANTERBURY
20230913,1315,2,CANTERBURY
20230915,1320,1,CANTERBURY
20230915,1020,1,CANTERBURY
20230915,855,1,CANTERBURY
20230915,1040,1,CANTERBURY
20230915,945,1,CANTERBURY
20230915,1330,1,CANTERBURY
20230913,1240,1,CANTERBURY
20230913,1055,3,CANTERBURY
20230914,1325,1,CANTERBURY
20230913,1545,1,CANTERBURY
20230913,1755,1,CANTERBURY
20230915,825,3,CANTERBURY
20230915,1400,1,CANTERBURY
20230915,835,3,CANTERBURY
20230913,1325,1,CANTERBURY
20230914,920,1,CANTERBURY
20230913,1530,3,CANTERBURY
20230913,1535,1,CANTERBURY
20230915,1525,1,CANTERBURY
20230913,1530,1,CANTERBURY
20230913,1815,1,CANTERBURY
20230913,1305,1,CANTERBURY
20230915,1340,1,CANTERBURY
20230913,1745,2,CANTERBURY
20230913,1600,1,CANTERBURY
20230913,1745,1,CANTERBURY
20230915,1345,2,CANTERBURY
20230913,1725,1,CANTERBURY
20230913,1650,1,CANTERBURY
20230913,1740,1,CANTERBURY
20230915,1030,1,CANTERBURY
20230915,1420,1,CANTERBURY
20230915,1010,1,CANTERBURY
20230915,835,1,CANTERBURY
20230914,825,1,CANTERBURY
20230914,1445,1,CANTERBURY
20230915,1450,1,CANTERBURY
20230913,1135,1,CANTERBURY
20230914,1300,1,CANTERBURY
20230915,1550,1,CANTERBURY
20230914,1050,1,CANTERBURY
20230913,1715,1,CANTERBURY
20230915,925,1,CANTERBURY
20230914,1540,1,CANTERBURY
20230915,920,1,CANTERBURY
20230915,835,2,CANTERBURY
20230913,1615,1,CANTERBURY
20230915,825,2,CANTERBURY
20230913,1320,1,CANTERBURY
20230913,1335,1,CANTERBURY
20230915,900,1,CANTERBURY
20230913,1055,2,CANTERBURY
20230913,1730,1,CANTERBURY
20230913,1115,2,CANTERBURY
20230913,1110,1,CANTERBURY
20230915,1440,1,CANTERBURY
20230915,1335,1,CANTERBURY
20230915,1315,1,CANTERBURY
20230915,1035,1,CANTERBURY
20230913,1310,1,CANTERBURY
20230915,930,1,CANTERBURY
20230913,1140,1,CANTERBURY
20230915,1545,1,CANTERBURY
20230915,825,1,CANTERBURY
20230914,905,1,CANTERBURY
20230915,1100,1,CANTERBURY
20230913,1610,2,CANTERBURY
20230913,1605,1,CANTERBURY
20230913,1635,1,CANTERBURY
20230915,1430,1,CANTERBURY
20230915,845,1,CANTERBURY
20230914,1355,1,CANTERBURY
20230920,1605,1,CANTERBURY
20230922,1500,2,CANTERBURY
20230922,1330,1,CANTERBURY
20230920,1725,1,CANTERBURY
20230922,1355,1,CANTERBURY
20230922,835,2,CANTERBURY
20230920,1615,1,CANTERBURY
20230920,1245,1,CANTERBURY
20230921,920,1,CANTERBURY
20230922,1555,1,CANTERBURY
20230921,1325,1,CANTERBURY
20230920,1825,1,CANTERBURY
20230920,1610,1,CANTERBURY
20230920,1540,2,CANTERBURY
20230921,1005,1,CANTERBURY
20230921,1410,1,CANTERBURY
20230921,1035,1,CANTERBURY
20230920,1200,1,CANTERBURY
20230920,1315,1,CANTERBURY
20230920,1625,1,CANTERBURY
20230920,1530,1,CANTERBURY
20230920,1630,1,CANTERBURY
20230921,900,1,CANTERBURY
20230921,1445,1,CANTERBURY
20230920,1530,3,CANTERBURY
20230920,1600,1,CANTERBURY
20230920,1535,1,CANTERBURY
20230920,1105,2,CANTERBURY
20230920,1250,1,CANTERBURY
20230921,1525,1,CANTERBURY
20230920,1140,1,CANTERBURY
20230922,1045,1,CANTERBURY
20230920,1225,1,CANTERBURY
20230921,835,1,CANTERBURY
20230922,830,1,CANTERBURY
20230922,1310,2,CANTERBURY
20230922,1325,1,CANTERBURY
20230922,1100,1,CANTERBURY
20230922,1345,2,CANTERBURY
20230922,1510,1,CANTERBURY
20230920,1650,1,CANTERBURY
20230922,1500,1,CANTERBURY
20230922,950,1,CANTERBURY
20230921,1300,1,CANTERBURY
20230922,1415,1,CANTERBURY
20230920,1610,2,CANTERBURY
20230922,1525,1,CANTERBURY
20230922,1410,1,CANTERBURY
20230922,1050,1,CANTERBURY
20230922,1400,1,CANTERBURY
20230922,1430,1,CANTERBURY
20230921,1510,1,CANTERBURY
20230921,950,1,CANTERBURY
20230922,900,2,CANTERBURY
20230921,1355,1,CANTERBURY
20230922,825,3,CANTERBURY
20230922,1350,1,CANTERBURY
20230922,1515,1,CANTERBURY
20230922,1025,1,CANTERBURY
20230922,1035,1,CANTERBURY
20230922,1320,1,CANTERBURY
20230920,1300,1,CANTERBURY
20230920,1155,1,CANTERBURY
20230920,1235,1,CANTERBURY
20230920,1305,1,CANTERBURY
20230920,1710,1,CANTERBURY
20230920,1055,1,CANTERBURY
20230922,825,1,CANTERBURY
20230922,1300,1,CANTERBURY
20230922,850,1,CANTERBURY
20230920,1745,2,CANTERBURY
20230922,1315,1,CANTERBURY
20230920,1230,1,CANTERBURY
20230920,1730,1,CANTERBURY
20230920,1815,1,CANTERBURY
20230920,1810,1,CANTERBURY
20230921,1050,1,CANTERBURY
20230922,1520,1,CANTERBURY
20230920,1240,1,CANTERBURY
20230920,1530,2,CANTERBURY
20230920,1755,1,CANTERBURY
20230920,1055,3,CANTERBURY
20230920,1255,1,CANTERBURY
20230922,1310,3,CANTERBURY
20230921,1345,1,CANTERBURY
20230920,1720,1,CANTERBURY
20230922,1445,1,CANTERBURY
20230920,1120,1,CANTERBURY
20230922,1305,1,CANTERBURY
20230920,1115,2,CANTERBURY
20230920,1805,1,CANTERBURY
20230920,1115,1,CANTERBURY
20230922,1000,1,CANTERBURY
20230921,1310,1,CANTERBURY
20230921,1440,1,CANTERBURY
20230920,1735,1,CANTERBURY
20230920,1320,1,CANTERBURY
20230920,1635,1,CANTERBURY
20230921,1020,1,CANTERBURY
20230920,1150,1,CANTERBURY
20230922,1435,1,CANTERBURY
20230922,1020,1,CANTERBURY
20230920,1325,1,CANTERBURY
20230922,1300,2,CANTERBURY
20230922,945,1,CANTERBURY
20230920,1750,1,CANTERBURY
20230921,1045,1,CANTERBURY
20230920,1640,1,CANTERBURY
20230922,855,1,CANTERBURY
20230920,1335,1,CANTERBURY
20230922,910,1,CANTERBURY
20230920,1545,1,CANTERBURY
20230920,1800,1,CANTERBURY
20230920,1315,2,CANTERBURY
20230920,1715,1,CANTERBURY
20230920,1135,1,CANTERBURY
20230922,905,1,CANTERBURY
20230922,845,1,CANTERBURY
20230922,835,3,CANTERBURY
20230920,1540,3,CANTERBURY
20230920,1550,1,CANTERBURY
20230922,1420,1,CANTERBURY
20230922,920,1,CANTERBURY
20230920,1105,1,CANTERBURY
20230921,1540,1,CANTERBURY
20230922,1335,1,CANTERBURY
20230921,905,1,CANTERBURY
20230922,1530,1,CANTERBURY
20230922,1040,1,CANTERBURY
20230920,1125,1,CANTERBURY
20230920,1745,1,CANTERBURY
20230920,1105,3,CANTERBURY
20230922,1425,1,CANTERBURY
20230920,1705,1,CANTERBURY
20230921,1105,1,CANTERBURY
20230922,1405,1,CANTERBURY
20230922,1015,1,CANTERBURY
20230922,1300,3,CANTERBURY
20230920,1145,1,CANTERBURY
20230922,930,1,CANTERBURY
20230920,1540,1,CANTERBURY
20230920,1310,1,CANTERBURY
20230922,1105,1,CANTERBURY
20230922,915,1,CANTERBURY
20230922,1010,1,CANTERBURY
20230921,1110,1,CANTERBURY
20230920,1330,1,CANTERBURY
20230920,1645,1,CANTERBURY
20230920,1140,2,CANTERBURY
20230920,1620,1,CANTERBURY
20230922,925,1,CANTERBURY
20230922,935,1,CANTERBURY
20230920,1215,1,CANTERBURY
20230921,1455,1,CANTERBURY
20230922,1550,1,CANTERBURY
20230922,1340,1,CANTERBURY
20230922,1045,2,CANTERBURY
20230920,1130,1,CANTERBURY
20230920,1210,1,CANTERBURY
20230920,1055,2,CANTERBURY
20230920,1205,1,CANTERBURY
20230922,840,1,CANTERBURY
20230922,1030,1,CANTERBURY
20230922,1310,1,CANTERBURY
20230922,1345,1,CANTERBURY
20230922,825,2,CANTERBURY
20230920,1740,1,CANTERBURY
20230920,1110,1,CANTERBURY
20230922,940,1,CANTERBURY
20230922,955,1,CANTERBURY
20230922,1505,1,CANTERBURY
20230922,835,1,CANTERBURY
20230920,1220,1,CANTERBURY
20230922,1545,1,CANTERBURY
20230921,825,1,CANTERBURY
20230922,845,2,CANTERBURY
20230920,1100,1,CANTERBURY
20230922,900,1,CANTERBURY
20230922,1455,1,CANTERBURY
20230922,1055,1,CANTERBURY
20230921,1425,1,CANTERBURY
20230920,1700,1,CANTERBURY
20230922,1540,1,CANTERBURY
20230920,1655,1,CANTERBURY
20230921,850,1,CANTERBURY
20230922,1450,1,CANTERBURY
20230922,1535,1,CANTERBURY
20230921,1340,1,CANTERBURY
20230922,1440,1,CANTERBURY
20230922,1005,1,CANTERBURY
20230920,1820,1,CANTERBURY
20230920,1555,1,CANTERBURY
20230921,935,1,CANTERBURY
20230929,1015,1,CANTERBURY
20230927,1645,1,CANTERBURY
20230929,1430,1,CANTERBURY
20230929,910,1,CANTERBURY
20230927,1620,1,CANTERBURY
20230927,1605,1,CANTERBURY
20230927,1725,1,CANTERBURY
20230927,1635,1,CANTERBURY
20230927,1710,1,CANTERBURY
20230927,1650,1,CANTERBURY
20230927,1810,1,CANTERBURY
20230929,1345,1,CANTERBURY
20230928,1540,1,CANTERBURY
20230927,1150,1,CANTERBURY
20230928,1050,1,CANTERBURY
20230929,1050,1,CANTERBURY
20230929,1510,1,CANTERBURY
20230929,855,1,CANTERBURY
20230927,1055,2,CANTERBURY
20230929,900,1,CANTERBURY
20230929,1550,1,CANTERBURY
20230927,1600,1,CANTERBURY
20230927,1055,3,CANTERBURY
20230928,920,1,CANTERBURY
20230929,1310,1,CANTERBURY
20230929,1545,1,CANTERBURY
20230929,1315,1,CANTERBURY
20230927,1240,1,CANTERBURY
20230927,1115,2,CANTERBURY
20230927,1640,1,CANTERBURY
20230927,1105,2,CANTERBURY
20230927,1745,1,CANTERBURY
20230927,1200,1,CANTERBURY
20230929,905,1,CANTERBURY
20230929,1525,1,CANTERBURY
20230929,1530,1,CANTERBURY
20230929,1500,1,CANTERBURY
20230929,1300,1,CANTERBURY
20230927,1720,1,CANTERBURY
20230928,1045,1,CANTERBURY
20230928,935,1,CANTERBURY
20230927,1535,1,CANTERBURY
20230929,925,1,CANTERBURY
20230927,1805,1,CANTERBURY
20230927,1140,2,CANTERBURY
20230929,1335,1,CANTERBURY
20230927,1220,1,CANTERBURY
20230928,1525,1,CANTERBURY
20230929,1440,1,CANTERBURY
20230927,1820,1,CANTERBURY
20230927,1700,1,CANTERBURY
20230927,1815,1,CANTERBURY
20230929,920,1,CANTERBURY
20230929,835,1,CANTERBURY
20230927,1550,1,CANTERBURY
20230929,930,1,CANTERBURY
20230927,1145,1,CANTERBURY
20230927,1140,1,CANTERBURY
20230929,900,2,CANTERBURY
20230929,835,2,CANTERBURY
20230929,1310,2,CANTERBURY
20230927,1315,1,CANTERBURY
20230929,1500,2,CANTERBURY
20230927,1615,1,CANTERBURY
20230929,1345,2,CANTERBURY
20230927,1555,1,CANTERBURY
20230927,1730,1,CANTERBURY
20230929,1330,1,CANTERBURY
20230927,1530,3,CANTERBURY
20230928,950,1,CANTERBURY
20230927,1800,1,CANTERBURY
20230927,1530,1,CANTERBURY
20230929,840,1,CANTERBURY
20230928,1105,1,CANTERBURY
20230927,1655,1,CANTERBURY
20230928,1110,1,CANTERBURY
20230927,1125,1,CANTERBURY
20230927,1540,3,CANTERBURY
20230927,1335,1,CANTERBURY
20230927,1320,1,CANTERBURY
20230927,1215,1,CANTERBURY
20230929,1400,1,CANTERBURY
20230929,1515,1,CANTERBURY
20230928,905,1,CANTERBURY
20230929,845,1,CANTERBURY
20230929,825,3,CANTERBURY
20230929,1305,1,CANTERBURY
20230927,1325,1,CANTERBURY
20230927,1135,1,CANTERBURY
20230927,1715,1,CANTERBURY
20230929,1320,1,CANTERBURY
20230928,1035,1,CANTERBURY
20230929,1410,1,CANTERBURY
20230929,825,2,CANTERBURY
20230927,1735,1,CANTERBURY
20230927,1055,1,CANTERBURY
20230928,1500,1,CANTERBURY
20230929,1045,1,CANTERBURY
20230928,850,1,CANTERBURY
20230929,1455,1,CANTERBURY
20230929,1445,1,CANTERBURY
20230929,915,1,CANTERBURY
20230927,1825,1,CANTERBURY
20230927,1610,1,CANTERBURY
20230927,1305,1,CANTERBURY
20230928,900,2,CANTERBURY
20230928,1440,1,CANTERBURY
20230927,1155,1,CANTERBURY
20230929,1030,1,CANTERBURY
20230929,1010,1,CANTERBURY
20230927,1755,1,CANTERBURY
20230929,1040,1,CANTERBURY
20230928,1510,1,CANTERBURY
20230929,1415,1,CANTERBURY
20230929,1540,1,CANTERBURY
20230929,950,1,CANTERBURY
20230929,1100,1,CANTERBURY
20230929,1000,1,CANTERBURY
20230927,1235,1,CANTERBURY
20230928,825,1,CANTERBURY
20230929,1310,3,CANTERBURY
20230929,1520,1,CANTERBURY
20230927,1255,1,CANTERBURY
20230928,1455,1,CANTERBURY
20230927,1630,1,CANTERBURY
20230929,1435,1,CANTERBURY
20230927,1250,1,CANTERBURY
20230929,825,1,CANTERBURY
20230928,1020,1,CANTERBURY
20230927,1105,1,CANTERBURY
20230929,940,1,CANTERBURY
20230929,955,1,CANTERBURY
20230929,1300,2,CANTERBURY
20230927,1105,3,CANTERBURY
20230929,1535,1,CANTERBURY
20230927,1540,1,CANTERBURY
20230929,1555,1,CANTERBURY
20230927,1100,1,CANTERBURY
20230927,1210,1,CANTERBURY
20230928,835,1,CANTERBURY
20230929,850,1,CANTERBURY
20230929,1105,1,CANTERBURY
20230929,1020,1,CANTERBURY
20230927,1245,1,CANTERBURY
20230929,945,1,CANTERBURY
20230927,1540,2,CANTERBURY
20230929,1450,1,CANTERBURY
20230929,1045,2,CANTERBURY
20230929,845,2,CANTERBURY
20230927,1115,1,CANTERBURY
20230927,1300,1,CANTERBURY
20230927,1310,1,CANTERBURY
20230927,1610,2,CANTERBURY
20230928,1005,1,CANTERBURY
