SESDATE,APPTIME,SLOT,DC
20231115,1735,2,CORNWALL
20231201,1110,1,CORNWALL
20230718,1235,2,CORNWALL
20231107,1200,1,CORNWALL
20230718,1540,1,CORNWALL
20231106,1130,1,CORNWALL
20230820,940,1,CORNWALL
20230719,1645,2,CORNWALL
20230825,820,2,CORNWALL
20231027,1325,1,CORNWALL
20231112,1105,1,CORNWALL
20231004,1050,2,CORNWALL
20230829,1145,1,CORNWALL
20231030,1215,1,CORNWALL
20230814,1620,2,CORNWALL
20230804,1110,1,CORNWALL
20231127,1150,2,CORNWALL
20231013,820,1,CORNWALL
20231115,1635,2,CORNWALL
20231116,1705,1,CORNWALL
20231030,1250,1,CORNWALL
20231121,1300,1,CORNWALL
20230903,1500,2,CORNWALL
20231031,1355,1,CORNWALL
20231201,840,1,CORNWALL
20230802,1125,2,CORNWALL
20230721,1515,1,CORNWALL
20230912,1640,1,CORNWALL
20230724,1640,1,CORNWALL
20231103,900,1,CORNWALL
20230830,1700,2,CORNWALL
20230717,1110,1,CORNWALL
20231127,1155,1,CORNWALL
20231107,1535,1,CORNWALL
20230816,1335,2,CORNWALL
20231115,1740,1,CORNWALL
20231115,1530,2,CORNWALL
20231026,1640,1,CORNWALL
20230815,1525,2,CORNWALL
20230825,1510,1,CORNWALL
20231103,1110,1,CORNWALL
20231004,1115,2,CORNWALL
20230920,1355,1,CORNWALL
20230816,1535,2,CORNWALL
20230814,1525,1,CORNWALL
20230823,1540,1,CORNWALL
20230907,1705,1,CORNWALL
20231022,1530,1,CORNWALL
20231005,940,1,CORNWALL
20230905,1045,1,CORNWALL
20231029,1030,1,CORNWALL
20231029,1430,1,CORNWALL
20231114,1600,3,CORNWALL
20231025,1100,1,CORNWALL
20231128,1815,2,CORNWALL
20230820,1010,2,CORNWALL
20230721,1330,2,CORNWALL
20230912,1215,1,CORNWALL
20231127,1255,1,CORNWALL
20230828,1110,2,CORNWALL
20230705,1210,1,CORNWALL
20231022,845,1,CORNWALL
20230823,1110,1,CORNWALL
20231129,1045,1,CORNWALL
20231127,1210,1,CORNWALL
20231025,1615,3,CORNWALL
20231025,1055,1,CORNWALL
20231129,1325,1,CORNWALL
20231011,1305,1,CORNWALL
20230814,1540,1,CORNWALL
20230823,1720,1,CORNWALL
20230811,1310,1,CORNWALL
20231022,815,1,CORNWALL
20230720,1645,1,CORNWALL
20230925,1315,2,CORNWALL
20230821,1740,1,CORNWALL
20231011,1825,2,CORNWALL
20230824,1640,2,CORNWALL
20230728,1455,1,CORNWALL
20230905,1635,2,CORNWALL
20231008,1000,1,CORNWALL
20231119,930,1,CORNWALL
20231011,1820,2,CORNWALL
20231116,1100,1,CORNWALL
20230918,1315,1,CORNWALL
20231010,1700,2,CORNWALL
20231109,1405,1,CORNWALL
20231109,1605,1,CORNWALL
20231011,1255,1,CORNWALL
20230913,1615,2,CORNWALL
20231109,1530,1,CORNWALL
20230926,1640,2,CORNWALL
20230704,1335,1,CORNWALL
20230809,1215,3,CORNWALL
20231110,1330,1,CORNWALL
20230829,1805,1,CORNWALL
20231025,1545,2,CORNWALL
20231127,1755,2,CORNWALL
20231015,830,2,CORNWALL
20230918,1555,1,CORNWALL
20230915,1100,1,CORNWALL
20230913,1305,1,CORNWALL
20231117,945,1,CORNWALL
20231006,900,1,CORNWALL
20231018,1335,2,CORNWALL
20231011,1515,1,CORNWALL
20231031,1310,2,CORNWALL
20231031,1350,1,CORNWALL
20230824,930,1,CORNWALL
20230814,1225,2,CORNWALL
20230815,1720,1,CORNWALL
20231022,800,1,CORNWALL
20231008,1045,1,CORNWALL
20230911,1755,1,CORNWALL
20230912,1225,2,CORNWALL
20230822,1640,1,CORNWALL
20231122,1645,1,CORNWALL
20231120,1220,1,CORNWALL
20231123,955,1,CORNWALL
20230721,1005,1,CORNWALL
20230925,1330,2,CORNWALL
20230717,1755,1,CORNWALL
20230802,1325,2,CORNWALL
20230827,1350,1,CORNWALL
20231129,1800,1,CORNWALL
20231105,1030,1,CORNWALL
20231003,1755,2,CORNWALL
20230723,1410,2,CORNWALL
20231113,1045,2,CORNWALL
20231120,1515,1,CORNWALL
20231122,1215,3,CORNWALL
20231122,1235,1,CORNWALL
20230824,1150,1,CORNWALL
20230905,1555,1,CORNWALL
20231120,1755,2,CORNWALL
20231120,1635,2,CORNWALL
20230804,1420,1,CORNWALL
20231029,830,1,CORNWALL
20230802,1540,2,CORNWALL
20230721,800,1,CORNWALL
20231122,1740,2,CORNWALL
20231120,1145,1,CORNWALL
20231120,1555,1,CORNWALL
20231117,1025,1,CORNWALL
20230831,1035,1,CORNWALL
20230717,1745,2,CORNWALL
20230703,1640,3,CORNWALL
20231119,805,1,CORNWALL
20231116,1530,1,CORNWALL
20231119,1325,1,CORNWALL
20231121,1735,2,CORNWALL
20231123,1410,1,CORNWALL
20231003,1655,2,CORNWALL
20230813,1030,1,CORNWALL
20230918,1050,2,CORNWALL
20230814,1530,1,CORNWALL
20231018,1605,2,CORNWALL
20230905,1715,2,CORNWALL
20230719,1625,1,CORNWALL
20231116,1405,1,CORNWALL
20230906,1640,1,CORNWALL
20231120,1740,1,CORNWALL
20230711,1050,1,CORNWALL
20230906,1305,3,CORNWALL
20231016,1050,1,CORNWALL
20231119,1020,1,CORNWALL
20231013,1030,1,CORNWALL
20230801,1335,2,CORNWALL
20230802,1720,2,CORNWALL
20230820,1430,1,CORNWALL
20230815,1740,1,CORNWALL
20231006,1515,1,CORNWALL
20230906,1635,2,CORNWALL
20230711,1130,2,CORNWALL
20230904,1355,2,CORNWALL
20231201,1315,1,CORNWALL
20231024,1645,1,CORNWALL
20230810,1035,1,CORNWALL
20231115,1615,3,CORNWALL
20231124,1520,1,CORNWALL
20231016,1135,2,CORNWALL
20230721,1400,1,CORNWALL
20230815,1150,2,CORNWALL
20231025,1235,2,CORNWALL
20231009,1225,2,CORNWALL
20231128,1345,2,CORNWALL
20230815,1210,2,CORNWALL
20231010,1740,1,CORNWALL
20230906,1215,1,CORNWALL
20230703,1300,1,CORNWALL
20231127,1155,2,CORNWALL
20230808,1050,1,CORNWALL
20231201,1410,1,CORNWALL
20231129,1635,2,CORNWALL
20231201,1025,1,CORNWALL
20230801,1535,1,CORNWALL
20230703,1700,3,CORNWALL
20230809,1050,2,CORNWALL
20231024,1515,1,CORNWALL
20231024,1345,2,CORNWALL
20231106,1705,2,CORNWALL
20230814,1100,2,CORNWALL
20231117,1010,1,CORNWALL
20230801,1045,1,CORNWALL
20231023,1710,1,CORNWALL
20231003,1105,1,CORNWALL
20231003,1140,1,CORNWALL
20230815,1355,1,CORNWALL
20230806,1340,1,CORNWALL
20231012,1115,1,CORNWALL
20231121,1705,1,CORNWALL
20231127,1050,1,CORNWALL
20231128,1110,1,CORNWALL
20231004,1515,1,CORNWALL
20231004,1300,1,CORNWALL
20231128,1135,2,CORNWALL
20230726,1555,2,CORNWALL
20230816,1635,2,CORNWALL
20230818,810,1,CORNWALL
20231004,1130,2,CORNWALL
20230910,1540,1,CORNWALL
20231116,1200,1,CORNWALL
20231114,1145,1,CORNWALL
20231015,1025,1,CORNWALL
20230823,1715,1,CORNWALL
20230920,1800,2,CORNWALL
20230809,1635,2,CORNWALL
20230802,1225,2,CORNWALL
20230905,1105,2,CORNWALL
20231017,1625,1,CORNWALL
20231015,1410,1,CORNWALL
20230806,850,1,CORNWALL
20230821,1605,1,CORNWALL
20231110,1520,1,CORNWALL
20230822,1605,1,CORNWALL
20230719,1055,2,CORNWALL
20230821,1815,1,CORNWALL
20230703,1715,3,CORNWALL
20230804,1435,1,CORNWALL
20231030,1520,1,CORNWALL
20231026,1055,1,CORNWALL
20231030,1525,1,CORNWALL
20230907,950,1,CORNWALL
20231012,1045,1,CORNWALL
20231011,1745,1,CORNWALL
20231018,1625,2,CORNWALL
20231031,1210,2,CORNWALL
20231024,1825,2,CORNWALL
20230907,1100,2,CORNWALL
20230927,1820,1,CORNWALL
20230820,830,2,CORNWALL
20230906,1310,2,CORNWALL
20231018,1530,1,CORNWALL
20231010,1250,1,CORNWALL
20231018,1345,2,CORNWALL
20231018,1250,2,CORNWALL
20230807,1150,1,CORNWALL
20231022,1000,2,CORNWALL
20230804,1450,1,CORNWALL
20231008,1450,1,CORNWALL
20231009,1215,1,CORNWALL
20230904,1545,2,CORNWALL
20230821,1210,2,CORNWALL
20230714,1010,1,CORNWALL
20230726,1330,2,CORNWALL
20230818,1455,1,CORNWALL
20231113,1305,1,CORNWALL
20230816,1645,1,CORNWALL
20230724,1115,1,CORNWALL
20231015,1005,1,CORNWALL
20231017,1815,1,CORNWALL
20230801,1135,1,CORNWALL
20230906,1700,3,CORNWALL
20230718,1600,2,CORNWALL
20231102,1555,1,CORNWALL
20231010,1120,2,CORNWALL
20231127,1045,2,CORNWALL
20230705,1655,1,CORNWALL
20230810,1600,1,CORNWALL
20230908,1430,2,CORNWALL
20231101,1545,1,CORNWALL
20231018,1350,1,CORNWALL
20231010,1235,2,CORNWALL
20230823,1115,1,CORNWALL
20231011,1545,1,CORNWALL
20230804,1310,1,CORNWALL
20230710,1305,1,CORNWALL
20231128,1140,1,CORNWALL
20230906,1115,1,CORNWALL
20230726,1725,2,CORNWALL
20231117,1230,1,CORNWALL
20230905,1815,2,CORNWALL
20231116,1525,1,CORNWALL
20231003,1820,1,CORNWALL
20230906,1045,1,CORNWALL
20231003,1725,2,CORNWALL
20230822,1525,1,CORNWALL
20230718,1245,2,CORNWALL
20231103,1230,1,CORNWALL
20230825,1330,2,CORNWALL
20231011,1615,2,CORNWALL
20230713,1420,1,CORNWALL
20230818,1240,1,CORNWALL
20231010,1230,2,CORNWALL
20230904,1135,1,CORNWALL
20231030,1125,1,CORNWALL
20231023,1335,1,CORNWALL
20231004,1230,1,CORNWALL
20230706,940,2,CORNWALL
20231018,1745,1,CORNWALL
20230905,1300,2,CORNWALL
20231010,1310,1,CORNWALL
20230813,1050,1,CORNWALL
20231101,1710,1,CORNWALL
20230727,1055,1,CORNWALL
20230802,1215,2,CORNWALL
20230724,1745,3,CORNWALL
20231030,1055,1,CORNWALL
20230821,1705,1,CORNWALL
20230907,1620,1,CORNWALL
20231116,1445,1,CORNWALL
20231116,1550,1,CORNWALL
20231030,1355,2,CORNWALL
20230827,1355,1,CORNWALL
20230806,1540,1,CORNWALL
20231115,1655,1,CORNWALL
20230718,1705,2,CORNWALL
20230906,1620,1,CORNWALL
20231110,1310,1,CORNWALL
20230821,1100,3,CORNWALL
20231103,930,1,CORNWALL
20230802,1700,2,CORNWALL
20231031,1105,2,CORNWALL
20231201,1400,2,CORNWALL
20230801,1640,1,CORNWALL
20231102,1215,1,CORNWALL
20231108,1820,2,CORNWALL
20231010,1130,1,CORNWALL
20231031,1055,2,CORNWALL
20231121,1150,1,CORNWALL
20230717,1755,3,CORNWALL
20231124,830,2,CORNWALL
20230808,1605,1,CORNWALL
20231126,1510,1,CORNWALL
20231031,1100,1,CORNWALL
20231017,1700,2,CORNWALL
20231126,1310,1,CORNWALL
20230822,1110,1,CORNWALL
20230718,1520,1,CORNWALL
20230718,1310,1,CORNWALL
20230810,1050,1,CORNWALL
20231031,1130,3,CORNWALL
20231025,1245,1,CORNWALL
20231112,1430,2,CORNWALL
20231101,1600,1,CORNWALL
20231103,1320,1,CORNWALL
20230913,1815,1,CORNWALL
20230922,905,1,CORNWALL
20230825,1030,1,CORNWALL
20231011,1220,1,CORNWALL
20230824,1050,1,CORNWALL
20230822,1105,2,CORNWALL
20230801,1700,1,CORNWALL
20231023,1715,3,CORNWALL
20231109,935,1,CORNWALL
20230906,1130,1,CORNWALL
20230718,1135,2,CORNWALL
20230806,900,1,CORNWALL
20231011,1725,2,CORNWALL
20231023,1705,2,CORNWALL
20231029,810,1,CORNWALL
20231013,1415,1,CORNWALL
20231013,1515,1,CORNWALL
20230814,1625,1,CORNWALL
20231108,1635,1,CORNWALL
20231023,1755,1,CORNWALL
20231126,1450,1,CORNWALL
20230822,1545,1,CORNWALL
20230822,1205,1,CORNWALL
20230917,1430,1,CORNWALL
20230918,1305,1,CORNWALL
20230827,900,1,CORNWALL
20231023,1205,1,CORNWALL
20231010,1635,2,CORNWALL
20231023,1210,2,CORNWALL
20230918,1110,1,CORNWALL
20230911,1615,2,CORNWALL
20231106,1550,1,CORNWALL
20231129,1230,2,CORNWALL
20231023,1350,1,CORNWALL
20231023,1805,2,CORNWALL
20230824,1530,2,CORNWALL
20230725,1740,1,CORNWALL
20231107,1230,1,CORNWALL
20230815,1815,2,CORNWALL
20231101,1615,2,CORNWALL
20231023,1345,2,CORNWALL
20231023,1520,2,CORNWALL
20231128,1720,1,CORNWALL
20231023,1515,1,CORNWALL
20231023,1330,2,CORNWALL
20231023,1325,2,CORNWALL
20230801,1045,2,CORNWALL
20231106,1235,1,CORNWALL
20231106,1155,1,CORNWALL
20231002,1330,2,CORNWALL
20231023,1125,2,CORNWALL
20231029,1355,1,CORNWALL
20231023,1745,2,CORNWALL
20231127,1545,2,CORNWALL
20230821,1515,2,CORNWALL
20230903,1340,1,CORNWALL
20230816,1635,3,CORNWALL
20230731,1820,1,CORNWALL
20230906,1805,1,CORNWALL
20230806,1010,1,CORNWALL
20231029,900,1,CORNWALL
20230822,1305,2,CORNWALL
20231023,1635,2,CORNWALL
20231116,1610,1,CORNWALL
20230827,945,2,CORNWALL
20230823,1310,1,CORNWALL
20231005,1700,1,CORNWALL
20231019,1630,1,CORNWALL
20230824,1700,1,CORNWALL
20231029,930,1,CORNWALL
20230914,1510,1,CORNWALL
20230814,1115,2,CORNWALL
20231026,945,1,CORNWALL
20231027,810,1,CORNWALL
20231026,940,1,CORNWALL
20231026,935,1,CORNWALL
20230814,1745,1,CORNWALL
20231026,1015,1,CORNWALL
20230906,1145,2,CORNWALL
20231010,1705,2,CORNWALL
20231029,1020,1,CORNWALL
20231026,1410,1,CORNWALL
20230827,1025,1,CORNWALL
20231120,1520,2,CORNWALL
20231029,920,1,CORNWALL
20230825,945,1,CORNWALL
20231011,1615,3,CORNWALL
20231026,1150,1,CORNWALL
20230814,1615,3,CORNWALL
20230914,1450,1,CORNWALL
20230717,1645,2,CORNWALL
20230801,1315,1,CORNWALL
20231002,1245,2,CORNWALL
20230905,1045,2,CORNWALL
20230912,1310,2,CORNWALL
20231116,1615,1,CORNWALL
20231026,1215,1,CORNWALL
20231026,1425,1,CORNWALL
20231026,1450,1,CORNWALL
20230704,1545,1,CORNWALL
20231024,1045,1,CORNWALL
20231026,1610,1,CORNWALL
20230919,1305,2,CORNWALL
20231107,1325,1,CORNWALL
20230912,1825,1,CORNWALL
20231121,1105,2,CORNWALL
20230823,1215,1,CORNWALL
20230907,1530,2,CORNWALL
20231023,1055,2,CORNWALL
20230824,1430,1,CORNWALL
20231129,1115,2,CORNWALL
20231012,1640,1,CORNWALL
20231119,900,2,CORNWALL
20230731,1700,3,CORNWALL
20231018,1820,1,CORNWALL
20231011,1655,1,CORNWALL
20230825,1510,2,CORNWALL
20231127,1350,2,CORNWALL
20230827,845,1,CORNWALL
20230905,1640,2,CORNWALL
20231009,1245,1,CORNWALL
20231114,1225,2,CORNWALL
20231029,850,1,CORNWALL
20230827,810,2,CORNWALL
20230821,1350,1,CORNWALL
20230927,1655,1,CORNWALL
20230829,1130,3,CORNWALL
20231017,1155,2,CORNWALL
20230806,800,1,CORNWALL
20230702,1435,1,CORNWALL
20231019,1215,1,CORNWALL
20231019,1145,1,CORNWALL
20230907,1100,1,CORNWALL
20231010,1315,2,CORNWALL
20230825,1450,2,CORNWALL
20231010,1115,3,CORNWALL
20230802,1345,1,CORNWALL
20230717,1325,2,CORNWALL
20230912,1520,1,CORNWALL
20231107,1330,1,CORNWALL
20231024,1155,2,CORNWALL
20231019,1220,1,CORNWALL
20230825,950,2,CORNWALL
20230702,1355,1,CORNWALL
20230802,1715,1,CORNWALL
20230910,1040,1,CORNWALL
20231027,1100,1,CORNWALL
20230825,1325,1,CORNWALL
20230903,1030,1,CORNWALL
20230702,1315,2,CORNWALL
20230813,1500,1,CORNWALL
20231128,1655,1,CORNWALL
20231012,930,1,CORNWALL
20231113,1800,1,CORNWALL
20231025,1745,2,CORNWALL
20230712,1325,2,CORNWALL
20230702,1330,1,CORNWALL
20230910,840,1,CORNWALL
20231122,1235,2,CORNWALL
20231024,1600,2,CORNWALL
20231004,1105,2,CORNWALL
20231020,1455,1,CORNWALL
20230907,1055,1,CORNWALL
20230810,1540,1,CORNWALL
20231027,1420,1,CORNWALL
20230915,1415,1,CORNWALL
20231025,1145,1,CORNWALL
20230912,1530,1,CORNWALL
20230810,1630,1,CORNWALL
20230907,1600,1,CORNWALL
20231127,1115,2,CORNWALL
20230913,1745,1,CORNWALL
20230714,1535,1,CORNWALL
20230809,1110,2,CORNWALL
20230906,1115,2,CORNWALL
20231031,1250,2,CORNWALL
20230907,1545,1,CORNWALL
20230716,945,1,CORNWALL
20230712,1045,1,CORNWALL
20231129,1155,2,CORNWALL
20230905,1645,1,CORNWALL
20230808,1100,3,CORNWALL
20230719,1345,1,CORNWALL
20230809,1620,2,CORNWALL
20230904,1200,2,CORNWALL
20230807,1300,2,CORNWALL
20230712,1100,1,CORNWALL
20230816,1205,1,CORNWALL
20230815,1530,1,CORNWALL
20230704,1235,1,CORNWALL
20230724,1600,2,CORNWALL
20231015,820,1,CORNWALL
20231009,1820,1,CORNWALL
20230905,1635,1,CORNWALL
20231030,1225,2,CORNWALL
20230717,1225,1,CORNWALL
20231008,1415,1,CORNWALL
20231008,1540,1,CORNWALL
20230814,1820,2,CORNWALL
20230904,1800,1,CORNWALL
20230904,1640,1,CORNWALL
20231008,1520,1,CORNWALL
20231005,1005,1,CORNWALL
20230821,1715,2,CORNWALL
20230821,1720,1,CORNWALL
20230731,1530,1,CORNWALL
20230905,1735,2,CORNWALL
20230801,1605,1,CORNWALL
20231008,1325,1,CORNWALL
20231103,1020,1,CORNWALL
20231017,1610,1,CORNWALL
20231002,1520,2,CORNWALL
20230825,905,1,CORNWALL
20230908,1010,2,CORNWALL
20230903,1100,1,CORNWALL
20230904,1600,2,CORNWALL
20230919,1740,1,CORNWALL
20230717,1255,1,CORNWALL
20231017,1545,2,CORNWALL
20230814,1205,2,CORNWALL
20231013,1000,1,CORNWALL
20230904,1625,1,CORNWALL
20231005,1210,1,CORNWALL
20231017,1100,2,CORNWALL
20230822,1150,1,CORNWALL
20231005,1120,1,CORNWALL
20230824,1210,1,CORNWALL
20231012,1450,1,CORNWALL
20230905,1640,1,CORNWALL
20231012,1430,1,CORNWALL
20230821,1330,1,CORNWALL
20231129,1245,1,CORNWALL
20231012,1545,1,CORNWALL
20230731,1105,1,CORNWALL
20231011,1600,1,CORNWALL
20231012,1530,1,CORNWALL
20230807,1755,2,CORNWALL
20230905,1625,1,CORNWALL
20230905,1800,1,CORNWALL
20231031,1815,1,CORNWALL
20231011,1310,2,CORNWALL
20230821,1535,2,CORNWALL
20230906,1235,1,CORNWALL
20230706,1120,1,CORNWALL
20231114,1300,1,CORNWALL
20230802,1110,1,CORNWALL
20230914,1130,1,CORNWALL
20230901,1435,1,CORNWALL
20231013,800,1,CORNWALL
20230907,1135,1,CORNWALL
20230904,1205,2,CORNWALL
20231110,1315,2,CORNWALL
20231109,1410,1,CORNWALL
20231110,1025,1,CORNWALL
20230815,1335,1,CORNWALL
20231127,1310,1,CORNWALL
20231110,845,1,CORNWALL
20231101,1605,1,CORNWALL
20230831,1600,1,CORNWALL
20231011,1250,2,CORNWALL
20230824,1550,1,CORNWALL
20230901,1315,1,CORNWALL
20230731,1225,2,CORNWALL
20231105,930,1,CORNWALL
20231112,1020,1,CORNWALL
20231013,810,1,CORNWALL
20230906,1755,2,CORNWALL
20231101,1050,2,CORNWALL
20230917,1400,1,CORNWALL
20230810,1210,1,CORNWALL
20231120,1725,2,CORNWALL
20230731,1150,1,CORNWALL
20231015,1430,1,CORNWALL
20230822,1200,2,CORNWALL
20231122,1800,2,CORNWALL
20231120,1605,1,CORNWALL
20231123,1135,1,CORNWALL
20231005,1135,1,CORNWALL
20231120,1555,2,CORNWALL
20230809,1615,2,CORNWALL
20231112,1045,1,CORNWALL
20230912,1350,2,CORNWALL
20231123,1400,1,CORNWALL
20230705,1255,2,CORNWALL
20231120,1735,1,CORNWALL
20231120,1800,1,CORNWALL
20230719,1215,2,CORNWALL
20231025,1355,2,CORNWALL
20230906,1725,1,CORNWALL
20231120,1725,1,CORNWALL
20231122,1605,1,CORNWALL
20230905,1335,1,CORNWALL
20230822,1600,3,CORNWALL
20231122,1250,2,CORNWALL
20231120,1355,1,CORNWALL
20231122,1230,2,CORNWALL
20230731,1625,1,CORNWALL
20230804,1330,1,CORNWALL
20230911,1545,1,CORNWALL
20231120,1540,2,CORNWALL
20230703,1155,2,CORNWALL
20231122,1250,1,CORNWALL
20231121,1155,1,CORNWALL
20230904,1745,2,CORNWALL
20231129,1645,1,CORNWALL
20230926,1805,2,CORNWALL
20231108,1515,1,CORNWALL
20230906,1105,2,CORNWALL
20231108,1115,2,CORNWALL
20230822,1725,1,CORNWALL
20230914,1410,1,CORNWALL
20231017,1210,1,CORNWALL
20231003,1800,2,CORNWALL
20230906,1150,1,CORNWALL
20230717,1215,2,CORNWALL
20231030,1205,1,CORNWALL
20231108,1050,1,CORNWALL
20230706,1625,2,CORNWALL
20230801,1330,1,CORNWALL
20231031,1620,2,CORNWALL
20230905,1535,1,CORNWALL
20231110,1235,1,CORNWALL
20230821,1215,1,CORNWALL
20231020,1105,1,CORNWALL
20231031,1255,2,CORNWALL
20230724,1540,1,CORNWALL
20231005,1615,1,CORNWALL
20230906,1515,2,CORNWALL
20231108,1655,2,CORNWALL
20231025,1210,1,CORNWALL
20231101,1335,2,CORNWALL
20231020,820,1,CORNWALL
20231022,900,2,CORNWALL
20230714,1025,1,CORNWALL
20231029,1530,1,CORNWALL
20230821,1345,1,CORNWALL
20231025,1800,1,CORNWALL
20231009,1335,2,CORNWALL
20231012,1235,1,CORNWALL
20230905,1050,2,CORNWALL
20230829,1515,2,CORNWALL
20231025,1615,1,CORNWALL
20231031,1055,1,CORNWALL
20231025,1610,1,CORNWALL
20231031,1820,1,CORNWALL
20231025,1705,2,CORNWALL
20231108,1110,1,CORNWALL
20230822,1335,1,CORNWALL
20231012,1220,1,CORNWALL
20230806,845,1,CORNWALL
20231004,1045,2,CORNWALL
20231031,1800,1,CORNWALL
20231103,845,2,CORNWALL
20230802,1315,1,CORNWALL
20231009,1315,2,CORNWALL
20231003,1155,1,CORNWALL
20231009,1310,2,CORNWALL
20231031,1615,2,CORNWALL
20230801,1515,1,CORNWALL
20231023,1050,2,CORNWALL
20231101,1525,2,CORNWALL
20231011,1310,1,CORNWALL
20231012,1050,1,CORNWALL
20230928,1150,1,CORNWALL
20231110,1110,1,CORNWALL
20231012,1035,1,CORNWALL
20231003,1625,1,CORNWALL
20230822,1210,2,CORNWALL
20231116,1505,1,CORNWALL
20230904,1235,2,CORNWALL
20231012,930,2,CORNWALL
20231109,1200,1,CORNWALL
20231030,1105,1,CORNWALL
20231112,1530,1,CORNWALL
20231002,1255,2,CORNWALL
20231003,1545,2,CORNWALL
20231031,1805,1,CORNWALL
20231012,950,1,CORNWALL
20231030,1540,1,CORNWALL
20231015,1355,1,CORNWALL
20230823,1325,1,CORNWALL
20231110,1450,1,CORNWALL
20231108,1645,1,CORNWALL
20231108,1735,2,CORNWALL
20230822,1335,2,CORNWALL
20231018,1225,2,CORNWALL
20230820,1315,1,CORNWALL
20231025,1315,1,CORNWALL
20231024,1315,1,CORNWALL
20231018,1250,1,CORNWALL
20231018,1315,2,CORNWALL
20231112,920,1,CORNWALL
20231108,1305,2,CORNWALL
20231030,1540,2,CORNWALL
20231101,1600,3,CORNWALL
20231015,1330,2,CORNWALL
20231112,1320,1,CORNWALL
20231105,1005,1,CORNWALL
20231105,1520,1,CORNWALL
20231110,900,2,CORNWALL
20231110,815,1,CORNWALL
20231124,830,1,CORNWALL
20231024,1330,1,CORNWALL
20231108,1220,1,CORNWALL
20230809,1305,2,CORNWALL
20231112,1240,1,CORNWALL
20231105,800,1,CORNWALL
20231112,1255,1,CORNWALL
20231112,1430,1,CORNWALL
20231110,1255,1,CORNWALL
20231110,1400,1,CORNWALL
20231011,1330,1,CORNWALL
20230904,1300,2,CORNWALL
20230913,1540,1,CORNWALL
20230731,1530,3,CORNWALL
20231127,1350,1,CORNWALL
20231023,1110,2,CORNWALL
20231101,1720,2,CORNWALL
20230803,1100,1,CORNWALL
20231030,1245,1,CORNWALL
20231004,1235,1,CORNWALL
20231005,1450,1,CORNWALL
20231121,1815,1,CORNWALL
20230904,1105,2,CORNWALL
20231121,1820,1,CORNWALL
20231102,1435,1,CORNWALL
20231006,850,1,CORNWALL
20231004,1700,2,CORNWALL
20231102,1115,1,CORNWALL
20231122,1540,1,CORNWALL
20230911,1130,3,CORNWALL
20231004,1615,1,CORNWALL
20231012,1140,1,CORNWALL
20231113,1705,1,CORNWALL
20231030,1310,2,CORNWALL
20231030,1055,2,CORNWALL
20231030,1325,2,CORNWALL
20231122,1545,1,CORNWALL
20230808,1225,1,CORNWALL
20231030,1210,2,CORNWALL
20230827,1255,1,CORNWALL
20231017,1045,1,CORNWALL
20231030,1310,1,CORNWALL
20231112,1050,1,CORNWALL
20231113,1735,2,CORNWALL
20230731,1530,2,CORNWALL
20231030,1115,2,CORNWALL
20231106,1150,2,CORNWALL
20231013,1015,1,CORNWALL
20231030,1800,2,CORNWALL
20231122,1135,1,CORNWALL
20231109,1145,1,CORNWALL
20231030,1355,1,CORNWALL
20231112,845,1,CORNWALL
20231004,1620,1,CORNWALL
20231112,1350,1,CORNWALL
20231201,1000,2,CORNWALL
20231030,1345,2,CORNWALL
20231101,1355,2,CORNWALL
20231108,1350,1,CORNWALL
20231122,1535,2,CORNWALL
20231108,1550,1,CORNWALL
20231002,1115,1,CORNWALL
20231026,1625,1,CORNWALL
20231109,1440,1,CORNWALL
20231108,1130,3,CORNWALL
20231121,1710,1,CORNWALL
20231013,1110,1,CORNWALL
20231015,1440,1,CORNWALL
20231011,1625,1,CORNWALL
20231123,1540,1,CORNWALL
20231122,1115,1,CORNWALL
20231024,1640,2,CORNWALL
20231030,1640,2,CORNWALL
20231025,1310,1,CORNWALL
20230828,1535,1,CORNWALL
20231101,1600,2,CORNWALL
20231114,1740,2,CORNWALL
20231128,1125,1,CORNWALL
20231110,1420,1,CORNWALL
20231120,1600,2,CORNWALL
20231003,1540,2,CORNWALL
20231105,1500,1,CORNWALL
20230809,1310,1,CORNWALL
20231122,1305,1,CORNWALL
20231123,1115,1,CORNWALL
20231123,1240,1,CORNWALL
20231121,1805,2,CORNWALL
20231015,1105,1,CORNWALL
20231002,1050,2,CORNWALL
20231016,1550,1,CORNWALL
20231122,1125,2,CORNWALL
20231121,1330,2,CORNWALL
20231002,1220,1,CORNWALL
20231025,1535,2,CORNWALL
20231124,1005,1,CORNWALL
20231010,1515,2,CORNWALL
20231103,1325,1,CORNWALL
20231011,1305,2,CORNWALL
20231105,1040,1,CORNWALL
20231109,1450,1,CORNWALL
20231003,1245,1,CORNWALL
20231015,845,1,CORNWALL
20231031,1710,1,CORNWALL
20231012,1240,1,CORNWALL
20231025,1535,1,CORNWALL
20231128,1620,1,CORNWALL
20231012,1645,1,CORNWALL
20231015,1300,1,CORNWALL
20231011,1720,1,CORNWALL
20231002,1820,1,CORNWALL
20231010,1805,2,CORNWALL
20231031,1735,1,CORNWALL
20231127,1540,2,CORNWALL
20231015,945,1,CORNWALL
20231122,1535,1,CORNWALL
20231127,1825,2,CORNWALL
20231010,1235,1,CORNWALL
20231010,1545,1,CORNWALL
20231128,1110,2,CORNWALL
20231127,1310,2,CORNWALL
20230808,1300,2,CORNWALL
